,start,stop,name
0,0.0,0.4846875,0
1,0.4846875,1.22425,1
2,1.22425,5.4845625,0
3,5.4845625,6.9036875,1
4,6.9036875,7.8708125,2
5,7.8708125,8.6095625,3
6,8.6095625,9.063374999999999,0
7,9.063374999999999,9.705124999999999,4
8,9.705124999999999,10.605125,0
9,10.605125,13.0638125,2
10,13.0638125,15.440125,5
11,15.440125,16.1096875,2
12,16.1096875,16.6368125,5
13,16.6368125,17.243125,0
14,17.243125,18.7279375,5
15,18.7279375,20.3659375,2
16,20.3659375,21.0055625,3
17,21.0055625,22.245375,5
18,22.245375,23.414125,0
19,23.414125,25.9951875,1
20,25.9951875,26.887999999999998,6
21,26.887999999999998,27.752125,2
22,27.752125,30.007,3
23,30.007,30.858125,1
24,30.858125,31.2674375,0
25,31.2674375,32.1976875,3
26,32.1976875,33.036375,0
27,33.036375,34.5653125,3
28,34.5653125,35.0543125,0
29,35.0543125,35.6839375,2
30,35.6839375,37.2703125,5
31,37.2703125,38.2949375,0
32,38.2949375,40.4394375,5
33,40.4394375,41.080125,0
34,41.080125,44.4095625,3
35,44.4095625,47.244875,0
36,47.244875,48.1036875,7
37,48.1036875,48.853375,6
38,48.853375,49.9725625,7
39,49.9725625,50.942375,6
40,50.942375,52.0511875,4
41,52.0511875,52.8100625,3
42,52.8100625,53.519125,2
43,53.519125,55.5014375,3
44,55.5014375,56.131125,0
45,56.131125,57.1633125,3
46,57.1633125,60.295875,6
47,60.295875,61.1033125,2
48,61.1033125,61.9686875,3
49,61.9686875,65.7665625,2
50,65.7665625,66.383375,0
51,66.383375,68.400625,2
52,68.400625,68.90937500000001,0
53,68.90937500000001,79.4309554127104,2
54,79.4309554127104,82.8153125,5
55,82.8153125,86.59525000000001,2
56,86.59525000000001,87.222125,0
57,87.222125,88.99106250000001,2
58,88.99106250000001,90.2000625,0
59,90.2000625,92.8285,4
60,92.8285,94.9379375,3
61,94.9379375,95.47618750000001,0
62,95.47618750000001,96.90712500000001,3
63,96.90712500000001,98.7660625,0
64,98.7660625,99.46593750000001,1
65,99.46593750000001,99.87575000000001,6
66,99.87575000000001,101.12262500000001,0
67,101.12262500000001,104.74000000000001,2
68,104.74000000000001,105.46812500000001,6
69,105.46812500000001,106.0515,0
70,106.0515,106.58412500000001,6
71,106.58412500000001,108.3489375,0
72,108.3489375,109.7463125,2
73,109.7463125,111.20075000000001,4
74,111.20075000000001,111.60675,6
75,111.60675,112.05837500000001,0
76,112.05837500000001,115.43943750000001,6
77,115.43943750000001,116.10837500000001,0
78,116.10837500000001,116.958375,2
79,116.958375,117.5724375,0
80,117.5724375,118.9229375,2
81,118.9229375,120.70206250000001,6
82,120.70206250000001,122.13700000000001,0
83,122.13700000000001,122.87937500000001,5
84,122.87937500000001,123.3711875,6
85,123.3711875,125.921,2
86,125.921,126.813,0
87,126.813,129.431125,6
88,129.431125,134.7110983133522,2
89,134.7110983133522,135.3261875,0
90,135.3261875,140.022625,6
91,140.022625,146.1313125,2
92,146.1313125,147.8356875,0
93,147.8356875,150.762625,6
94,150.762625,151.21175000000002,1
95,151.21175000000002,151.811125,0
96,151.811125,152.37231250000002,0
97,152.37231250000002,154.207625,6
98,154.207625,154.95068750000002,2
99,154.95068750000002,156.24031250000002,1
100,156.24031250000002,158.75525000000002,6
101,158.75525000000002,159.290875,1
102,159.290875,161.7603125,2
103,161.7603125,162.4041875,0
104,162.4041875,167.9604375,2
105,167.9604375,170.71968750000002,6
106,170.71968750000002,171.6966875,1
107,171.6966875,174.2263125,2
108,174.2263125,174.84675000000001,0
109,174.84675000000001,175.82568750000002,3
110,175.82568750000002,180.2513125,0
111,180.2513125,186.17100000000002,2
112,186.17100000000002,188.8870625,0
113,188.8870625,190.9403125,3
114,190.9403125,194.56287500000002,0
115,194.56287500000002,196.19625000000002,6
116,196.19625000000002,198.18375,5
117,198.18375,201.13306250000002,0
118,201.13306250000002,202.08087500000002,2
119,202.08087500000002,202.633375,0
120,202.633375,203.03862500000002,6
121,203.03862500000002,206.328125,2
122,206.328125,207.0388125,0
123,207.0388125,210.35862500000002,3
124,210.35862500000002,214.67881250000002,0
125,214.67881250000002,218.88375000000002,4
126,218.88375000000002,220.83912500000002,6
127,220.83912500000002,221.8743125,2
128,221.8743125,222.7493125,5
129,222.7493125,225.3810625,6
130,225.3810625,228.25681250000002,5
131,228.25681250000002,229.67925000000002,0
132,229.67925000000002,230.4414375,4
133,230.4414375,231.5809375,0
134,231.5809375,233.8335625,3
135,233.8335625,234.78081250000002,0
136,234.78081250000002,238.1918125,3
137,238.1918125,238.7300625,2
138,238.7300625,244.24481250000002,3
139,244.24481250000002,246.06468750000002,2
140,246.06468750000002,248.8221875,3
141,248.8221875,250.70275,2
142,250.70275,254.5049375,3
143,254.5049375,255.90131250000002,0
144,255.90131250000002,258.839875,3
145,258.839875,259.84675,5
146,259.84675,261.1586875,3
147,261.1586875,263.91125,2
148,263.91125,264.69525,0
149,264.69525,267.199,3
150,267.199,267.8844375,6
151,267.8844375,268.80206250000003,4
152,268.80206250000003,269.84975000000003,3
153,269.84975000000003,270.632,6
154,270.632,271.227125,0
155,271.227125,272.5723125,6
156,272.5723125,273.1215,3
157,273.1215,274.1663125,0
158,274.1663125,279.5523125,6
159,279.5523125,280.9729375,3
160,280.9729375,282.40325,6
161,282.40325,285.835375,2
162,285.835375,286.3411875,0
163,286.3411875,287.13625,1
164,287.13625,288.48900000000003,2
165,288.48900000000003,290.420875,0
166,290.420875,292.55625000000003,2
167,292.55625000000003,300.032,3
