,start,stop,name
0,0.0,1.5365625,1
1,1.5365625,2.0162500000000003,0
2,2.0162500000000003,8.07125,1
3,8.07125,8.387062499999999,0
4,8.387062499999999,9.521625,1
5,9.521625,10.05575,0
6,10.05575,14.0698125,1
7,14.0698125,14.624625,0
8,14.624625,18.3271875,1
9,18.3271875,18.9019375,0
10,18.9019375,21.889625,1
11,21.889625,22.2129375,0
12,22.2129375,24.7249375,1
13,24.7249375,25.2934375,0
14,25.2934375,28.6068125,1
15,28.6068125,28.9914375,0
16,28.9914375,36.956625,1
17,36.956625,37.47375,0
18,37.47375,38.6014375,1
19,38.6014375,39.051625,0
20,39.051625,39.535375,1
21,39.535375,39.80375,0
22,39.80375,43.149187500000004,1
23,43.149187500000004,43.563125,0
24,43.563125,44.498,1
25,44.498,45.341625,2
26,45.341625,48.13975,1
27,48.13975,48.5685625,3
28,48.5685625,48.999,0
29,48.999,52.31875,1
30,52.31875,53.2041875,0
31,53.2041875,56.59125,1
32,56.59125,56.874375,0
33,56.874375,59.88375,1
34,59.88375,60.2778125,0
35,60.2778125,61.5296875,1
36,61.5296875,62.9976875,2
37,62.9976875,65.87125,1
38,65.87125,67.31912500000001,2
39,67.31912500000001,67.71950000000001,0
40,67.71950000000001,72.859125,1
41,72.859125,73.34,0
42,73.34,74.02587500000001,1
43,74.02587500000001,74.91575,0
44,74.91575,77.01200000000001,1
45,77.01200000000001,77.3640625,0
46,77.3640625,79.07643750000001,1
47,79.07643750000001,79.42825,0
48,79.42825,80.0334375,1
49,80.0334375,80.37093750000001,0
50,80.37093750000001,85.66825000000001,1
51,85.66825000000001,86.3184375,0
52,86.3184375,89.70862500000001,1
53,89.70862500000001,90.18168750000001,0
54,90.18168750000001,92.45581250000001,1
55,92.45581250000001,92.87331250000001,0
56,92.87331250000001,94.89502088969088,1
57,94.89502088969088,96.18037500000001,2
58,96.18037500000001,97.13112500000001,0
59,97.13112500000001,98.3935,1
60,98.3935,98.70631250000001,0
61,98.70631250000001,99.36550000000001,2
62,99.36550000000001,102.96450000000002,1
63,102.96450000000002,105.0630554513802,2
64,105.0630554513802,108.83962500000001,1
65,108.83962500000001,118.1878125,4
66,118.1878125,120.53125000000001,1
67,120.53125000000001,123.15825000000001,4
68,123.15825000000001,128.2185,1
69,128.2185,128.9344375,3
70,128.9344375,131.84062500000002,1
71,131.84062500000002,132.144375,0
72,132.144375,135.37900000000002,1
73,135.37900000000002,136.688125,4
74,136.688125,143.9821875,1
75,143.9821875,145.8043125,2
76,145.8043125,149.5181875,1
77,149.5181875,152.41771044289436,5
78,152.41771044289436,153.8744375,2
79,153.8744375,157.4034375,3
80,157.4034375,157.78525000000002,0
81,157.78525000000002,164.869,3
82,164.869,165.4844375,0
83,165.4844375,169.02175,3
84,169.02175,171.90625,2
85,171.90625,175.43006250000002,3
86,175.43006250000002,175.9930625,2
87,175.9930625,177.6923125,3
88,177.6923125,180.1171875,2
