,start,stop,name
0,0,0.8504375,1
1,0.8504375,1.1991875,2
2,1.1991875,2.0515,1
3,2.0515,2.8896875,3
4,2.8896875,3.62325,1
5,3.62325,4.205625,3
6,4.205625,4.6145625,2
7,4.6145625,5.0209375,0
8,5.0209375,5.7950625,2
9,5.7950625,6.1335625,0
10,6.1335625,6.5019375,2
11,6.5019375,8.783412322,0
12,8.783412322,9.8070625,2
13,9.8070625,10.1904375,0
14,10.1904375,10.6154375,3
15,10.6154375,11.354125,0
16,11.354125,11.7455,2
17,11.7455,13.0334375,3
18,13.0334375,15.6871875,0
19,15.6871875,17.9418125,2
20,17.9418125,18.256875,0
21,18.256875,19.7086875,3
22,19.7086875,20.9699375,2
23,20.9699375,21.5504375,0
24,21.5504375,21.99425,1
25,21.99425,23.783,2
26,23.783,24.2425625,1
27,24.2425625,25.5070625,3
28,25.5070625,26.2840625,2
29,26.2840625,26.92475,0
30,26.92475,27.325625,3
31,27.325625,28.6920625,0
32,28.6920625,29.5383125,2
33,29.5383125,29.9508125,0
34,29.9508125,30.3743125,2
35,30.3743125,31.7774375,0
36,31.7774375,33.201875,3
37,33.201875,34.9011875,2
38,34.9011875,37.5894375,0
39,37.5894375,38.0426875,3
40,38.0426875,40.000125,0
41,40.000125,41.4894375,2
42,41.4894375,42.520375,0
43,42.520375,42.8769375,3
44,42.8769375,44.132125,0
45,44.132125,46.261625,2
46,46.261625,47.53775,0
47,47.53775,49.4795,2
48,49.4795,51.7418125,3
49,51.7418125,52.33825,0
50,52.33825,52.7624375,2
51,52.7624375,53.2359375,0
52,53.2359375,54.46475,3
53,54.46475,55.2255625,0
54,55.2255625,56.4889375,3
55,56.4889375,58.6494375,2
56,58.6494375,59.9079375,3
57,59.9079375,61.6079067,0
58,61.6079067,64.7024375,2
59,64.7024375,65.10975,0
60,65.10975,67.87255125,2
61,67.87255125,68.691774,0
62,68.691774,69.549875,3
63,69.549875,70.2561875,2
64,70.2561875,70.7376875,0
65,70.7376875,73.0413125,2
66,73.0413125,73.5750625,0
67,73.5750625,74.5758125,2
68,74.5758125,74.9215625,0
69,74.9215625,75.32675,3
70,75.32675,76.1949375,2
71,76.1949375,76.7165625,0
72,76.7165625,77.3796875,2
73,77.3796875,77.925625,0
74,77.925625,78.3531875,1
75,78.3531875,79.1478125,2
76,79.1478125,79.745,0
77,79.745,80.7883125,2
78,80.7883125,81.6621875,3
79,81.6621875,84.1906875,1
80,84.1906875,84.7225,0
81,84.7225,85.2249375,1
82,85.2249375,85.9493125,0
83,85.9493125,86.6356875,1
84,86.6356875,87.1584375,3
85,87.1584375,89.246125,1
86,89.246125,89.727,0
87,89.727,90.6329375,1
88,90.6329375,91.25175,0
89,91.25175,91.7563125,1
90,91.7563125,92.223875,0
91,92.223875,92.98725,1
92,92.98725,93.6330625,3
93,93.6330625,94.1075,3
94,94.1075,94.9496875,1
95,94.9496875,96.0040625,2
96,96.0040625,97.383875,1
97,97.383875,101.4249375,2
98,101.4249375,101.93,1
99,101.93,102.614125,0
100,102.614125,103.157125,1
101,103.157125,103.7155625,0
102,103.7155625,104.08025,1
103,104.08025,104.4439375,0
104,104.4439375,107.5073125,1
105,107.5073125,107.90225,0
106,107.90225,109.12175,3
107,109.12175,109.552125,0
108,109.552125,110.2556875,3
109,110.2556875,110.7421875,0
110,110.7421875,113.8129375,2
111,113.8129375,114.4111875,0
112,114.4111875,118.862,2
113,118.862,120.22969,1
114,120.22969,120.7091875,2
115,120.7091875,126.0606283,2
116,126.0606283,126.562875,0
117,126.562875,129.592375,2
118,129.592375,130.7723125,1
119,130.7723125,131.2018125,2
120,131.2018125,132.21,1
121,132.21,133.220375,0
122,133.220375,138.622875,2
123,138.622875,139.7393125,0
124,139.7393125,140.4965,1
125,140.4965,140.9021875,0
126,140.9021875,141.466375,2
127,141.466375,142.0135,0
128,142.0135,142.4240625,1
129,142.4240625,146.424,2
130,146.424,146.9104375,1
131,146.9104375,147.4405625,2
132,147.4405625,147.981625,0
133,147.981625,148.583875,1
134,148.583875,149.2671875,0
135,149.2671875,149.710625,2
136,149.710625,152.668375,0
137,152.668375,153.105875,1
138,153.105875,153.6246875,0
139,153.6246875,154.6878125,2
140,154.6878125,156.5122835,0
141,156.5122835,156.9734375,2
142,156.9734375,157.6019375,0
143,157.6019375,159.3565625,2
144,159.3565625,159.9840949,0
145,159.9840949,160.443875,1
146,160.443875,161.9351875,0
147,161.9351875,163.29675,2
148,163.29675,163.7324375,0
149,163.7324375,165.680125,2
150,165.680125,176.96,0
