,start,stop,name
0,0.0,2.3206875,0
1,2.3206875,3.6910000000000003,1
2,3.6910000000000003,4.3172500000000005,2
3,4.3172500000000005,5.196425257253624,0
4,5.196425257253624,6.034187500000001,1
5,6.034187500000001,6.7475000000000005,0
6,6.7475000000000005,8.404562499999999,1
7,8.404562499999999,9.121062499999999,0
8,9.121062499999999,10.0145625,2
9,10.0145625,10.764249999999999,0
10,10.764249999999999,11.7325625,1
11,11.7325625,12.259125,0
12,12.259125,13.879125,2
13,13.879125,14.461062499999999,0
14,14.461062499999999,17.89425,2
15,17.89425,18.420375,0
16,18.420375,20.44225,1
17,20.44225,20.98476584249273,0
18,20.98476584249273,23.301533210978903,2
19,23.301533210978903,24.6436875,0
20,24.6436875,27.4300625,2
21,27.4300625,28.270625,0
22,28.270625,28.6954375,1
23,28.6954375,31.047,2
24,31.047,31.68475,0
25,31.68475,32.4350625,1
26,32.4350625,33.6150625,0
27,33.6150625,35.620125,3
28,35.620125,36.508625,1
29,36.508625,37.96543995763531,0
30,37.96543995763531,38.451,1
31,38.451,39.9003125,0
32,39.9003125,43.43325,1
33,43.43325,44.1156875,0
34,44.1156875,51.3944375,2
35,51.3944375,52.35456783162395,0
36,52.35456783162395,53.1824375,1
37,53.1824375,53.782125,0
38,53.782125,58.144125,2
39,58.144125,58.9401875,0
40,58.9401875,63.253375,2
41,63.253375,63.837375,0
42,63.837375,69.39306250000001,2
43,69.39306250000001,70.02056250000001,0
44,70.02056250000001,71.277375,2
45,71.277375,75.757696928627,0
46,75.757696928627,76.64437500000001,2
47,76.64437500000001,77.41843750000001,0
48,77.41843750000001,80.67637500000001,2
49,80.67637500000001,81.48456250000001,1
50,81.48456250000001,82.36300000000001,0
51,82.36300000000001,83.73767342007936,2
52,83.73767342007936,84.44418750000001,1
53,84.44418750000001,85.27950000000001,0
54,85.27950000000001,86.088125,2
55,86.088125,86.81,0
56,86.81,88.37687500000001,2
57,88.37687500000001,89.04743750000002,0
58,89.04743750000002,96.63125000000001,2
59,96.63125000000001,98.41751410539312,0
60,98.41751410539312,99.68525000000001,2
61,99.68525000000001,100.50437500000001,1
62,100.50437500000001,104.33814182485779,0
63,104.33814182485779,105.79693750000001,4
64,105.79693750000001,107.2126494857573,0
65,107.2126494857573,108.46925,4
66,108.46925,109.31490135716142,0
67,109.31490135716142,109.83056250000001,1
68,109.83056250000001,110.352625,0
69,110.352625,111.18075,4
70,111.18075,112.51468750000001,0
71,112.51468750000001,113.70331250000001,4
72,113.70331250000001,116.5655251585348,0
73,116.5655251585348,117.359125,1
74,117.359125,118.33487500000001,0
75,118.33487500000001,120.42181250000002,4
76,120.42181250000002,121.6200625,0
77,121.6200625,124.034,4
78,124.034,126.0418125,1
79,126.0418125,126.52100000000002,0
80,126.52100000000002,126.98137500000001,4
81,126.98137500000001,127.84074277212852,0
82,127.84074277212852,129.38306250000002,1
83,129.38306250000002,130.464,4
84,130.464,132.60298680735008,1
85,132.60298680735008,136.12104095949576,4
86,136.12104095949576,136.906875,1
87,136.906875,138.02475,0
88,138.02475,139.17893750000002,5
89,139.17893750000002,140.0873125,1
90,140.0873125,145.2321875,0
91,145.2321875,147.1306675651562,5
92,147.1306675651562,148.44425,4
93,148.44425,152.92258598637162,0
94,152.92258598637162,154.1040625,4
95,154.1040625,154.87725,1
96,154.87725,156.915875,4
97,156.915875,157.36475000000002,0
98,157.36475000000002,158.20325,1
99,158.20325,158.87525000000002,0
100,158.87525000000002,160.37975,4
101,160.37975,161.28866539309527,0
102,161.28866539309527,162.88962500000002,4
103,162.88962500000002,164.54930094548183,0
104,164.54930094548183,166.21006250000002,4
105,166.21006250000002,180.0,0
