,start,stop,name
0,0.0,1.116125,1
1,1.116125,2.398625,2
2,2.398625,4.3016250000000005,1
3,4.3016250000000005,5.423125000000001,3
4,5.423125000000001,6.76975,0
5,6.76975,7.921875,1
6,7.921875,8.3373125,0
7,8.3373125,10.3485625,1
8,10.3485625,11.698625,0
9,11.698625,12.41575,1
10,12.41575,13.274,3
11,13.274,15.873312499999999,1
12,15.873312499999999,16.514812499999998,0
13,16.514812499999998,22.9391875,1
14,22.9391875,26.12375,1
15,26.12375,26.637249999999998,0
16,26.637249999999998,28.080625,1
17,28.080625,29.9595625,0
18,29.9595625,31.16075,1
19,31.16075,31.8661875,3
20,31.8661875,34.691375,1
21,34.691375,35.1126875,3
22,35.1126875,35.6499375,1
23,35.6499375,36.1675625,3
24,36.1675625,37.9271875,1
25,37.9271875,39.0495625,0
26,39.0495625,44.038,1
27,44.038,44.7795,3
28,44.7795,45.84081341093068,0
29,45.84081341093068,49.270875000000004,1
30,49.270875000000004,49.7159375,0
31,49.7159375,50.3530625,1
32,50.3530625,52.447890721057924,0
33,52.447890721057924,59.4743125,3
34,59.4743125,60.33537604714394,0
35,60.33537604714394,66.055625,3
36,66.055625,66.348875,0
37,66.348875,70.37087500000001,3
38,70.37087500000001,70.79393750000001,0
39,70.79393750000001,72.1104375,3
40,72.1104375,72.80468750000001,0
41,72.80468750000001,79.63181250000001,3
42,79.63181250000001,80.3280625,0
43,80.3280625,85.0195625,3
44,85.0195625,86.11543750000001,0
45,86.11543750000001,87.25425000000001,2
46,87.25425000000001,87.62693750000001,0
47,87.62693750000001,88.95731250000001,3
48,88.95731250000001,89.5880625,4
49,89.5880625,89.9919375,0
50,89.9919375,93.1898125,3
51,93.1898125,96.08856250000001,1
52,96.08856250000001,96.4931875,0
53,96.4931875,98.20425,1
54,98.20425,98.811,0
55,98.811,101.49100000000001,1
56,101.49100000000001,104.39262500000001,0
57,104.39262500000001,105.97081250000001,5
58,105.97081250000001,106.40768750000001,3
59,106.40768750000001,106.9829375,0
60,106.9829375,108.37750000000001,6
61,108.37750000000001,109.237875,3
62,109.237875,111.08981250000001,1
63,111.08981250000001,112.3364375,6
64,112.3364375,112.66231250000001,0
65,112.66231250000001,114.5694375,6
66,114.5694375,116.44964206165464,3
67,116.44964206165464,123.8869375,2
68,123.8869375,124.90768750000001,1
69,124.90768750000001,125.58925,3
70,125.58925,129.55156250000002,1
71,129.55156250000002,133.13850000000002,2
72,133.13850000000002,133.5465,1
73,133.5465,139.26306250000002,2
74,139.26306250000002,139.9114375,0
75,139.9114375,145.4231875,2
76,145.4231875,146.10193750000002,0
77,146.10193750000002,150.438375,3
78,150.438375,151.11268750000002,0
79,151.11268750000002,153.73881250000002,6
80,153.73881250000002,155.06331250000002,2
81,155.06331250000002,155.7495,6
82,155.7495,158.82056250000002,2
83,158.82056250000002,159.5601875,0
84,159.5601875,160.3089375,3
85,160.3089375,164.2355,2
86,164.2355,164.5869375,0
87,164.5869375,169.10181250000002,2
88,169.10181250000002,169.9689375,1
89,169.9689375,175.90162500000002,2
90,175.90162500000002,178.481625,4
91,178.481625,180.0,2
