,start,stop,name
0,0,1.463855608,0
1,1.463855608,2.3600625,1
2,2.3600625,2.872125,0
3,2.872125,5.1371875,1
4,5.1371875,7.460125,0
5,7.460125,10.668875,2
6,10.668875,12.36124286,0
7,12.36124286,13.3620625,1
8,13.3620625,14.396625,0
9,14.396625,15.764125,2
10,15.764125,16.639125,0
11,16.639125,17.5259375,1
12,17.5259375,18.6105625,0
13,18.6105625,20.4161875,1
14,20.4161875,22.764875,2
15,22.764875,27.3859375,0
16,27.3859375,27.9915,1
17,27.9915,29.65325,2
18,29.65325,30.3154375,0
19,30.3154375,32.3225625,2
20,32.3225625,33.2871875,0
21,33.2871875,34.5345625,1
22,34.5345625,35.187375,0
23,35.187375,36.3006875,1
24,36.3006875,37.5130625,2
25,37.5130625,39.1104375,0
26,39.1104375,40.656875,2
27,40.656875,43.689125,1
28,43.689125,46.7243125,2
29,46.7243125,47.943625,1
30,47.943625,49.589,2
31,49.589,50.40825,0
32,50.40825,51.80075,1
33,51.80075,52.745375,0
34,52.745375,56.770625,2
35,56.770625,57.373625,1
36,57.373625,58.2126875,2
37,58.2126875,60.0618125,0
38,60.0618125,60.89425,1
39,60.89425,62.451375,0
40,62.451375,63.920125,1
41,63.920125,64.7711875,0
42,64.7711875,67.00925,1
43,67.00925,68.91493115,0
44,68.91493115,72.1674375,1
45,72.1674375,73.4596875,0
46,73.4596875,74.6115,2
47,74.6115,75.9214375,1
48,75.9214375,76.5411875,2
49,76.5411875,78.386,1
50,78.386,81.74925,0
51,81.74925,82.166625,1
52,82.166625,82.7826875,0
53,82.7826875,84.6738125,2
54,84.6738125,85.986875,1
55,85.986875,86.4680625,0
56,86.4680625,88.062625,1
57,88.062625,91.1255,2
58,91.1255,94.6533125,1
59,94.6533125,95.6666875,2
60,95.6666875,96.761125,1
61,96.761125,101.5078125,2
62,101.5078125,102.3134375,1
63,102.3134375,103.5445,2
64,103.5445,105.9979367,0
65,105.9979367,108.037375,1
66,108.037375,113.034045,2
67,113.034045,114.5125625,1
68,114.5125625,115.444375,0
69,115.444375,116.7485,2
70,116.7485,117.664875,0
71,117.664875,119.0529375,2
72,119.0529375,119.7278125,1
73,119.7278125,120.35375,0
74,120.35375,121.8196875,2
75,121.8196875,122.8735,1
76,122.8735,123.437,0
77,123.437,124.341625,2
78,124.341625,125.2368125,0
79,125.2368125,126.6713741,2
80,126.6713741,127.6683125,0
81,127.6683125,129.720625,2
82,129.720625,131.5821875,0
83,131.5821875,132.69075,2
84,132.69075,134.1361875,1
85,134.1361875,134.9945754,0
86,134.9945754,135.943625,1
87,135.943625,136.9079375,0
88,136.9079375,138.016625,1
89,138.016625,141.2015,0
90,141.2015,143.5829375,2
91,143.5829375,145.441375,1
92,145.441375,146.472875,2
93,146.472875,147.57325,0
94,147.57325,149.783875,2
95,149.783875,150.9419375,1
96,150.9419375,151.525375,0
97,151.525375,152.1420625,2
98,152.1420625,152.860375,0
99,152.860375,153.7341875,1
100,153.7341875,155.5540625,0
101,155.5540625,156.805625,1
102,156.805625,159.9229375,0
103,159.9229375,161.32375,1
104,161.32375,162.166625,0
105,162.166625,166.4885,2
106,166.4885,167.09625,1
107,167.09625,169.9514375,0
108,169.9514375,171.8385,2
109,171.8385,172.6171875,1
110,172.6171875,174.445,0
111,174.445,176.103625,2
112,176.103625,177.2291875,1
113,177.2291875,179.1479375,0
114,179.1479375,180.601375,2
115,180.601375,183.0931875,0
116,183.0931875,184.3203125,2
117,184.3203125,187.5468125,0
118,187.5468125,191.82925,2
119,191.82925,194.7426467,0
120,194.7426467,195.180875,2
121,195.180875,195.8581273,0
122,195.8581273,196.880625,1
123,196.880625,198.875,2
124,198.875,204.2331875,0
125,204.2331875,205.19525,2
126,205.19525,205.5519375,0
127,205.5519375,206.0458125,1
128,206.0458125,207.0465,2
129,207.0465,210.0763895,1
130,210.0763895,214.9743125,0
131,214.9743125,215.9710625,2
132,215.9710625,218.09425,1
133,218.09425,240,0
